x,y,pdf
0.273604,0.752657,0.219913
0.406770,0.767642,0.132798
0.342328,0.409026,0.151407
0.386680,0.065352,0.363907
0.555336,0.515314,0.214606
0.981073,0.213322,0.652919
0.859643,0.117923,0.676480
0.663635,0.748272,0.063024
0.969310,0.639171,0.286203
0.050864,0.389634,0.049851
0.213894,0.625894,0.154774
0.977572,0.489812,0.416716
0.485536,0.280265,0.345545
0.241323,0.680721,0.186893
0.237793,0.163471,0.201564
0.093957,0.732251,0.087605
0.739369,0.712860,0.135294
0.808301,0.888265,0.009400
0.035840,0.463199,0.035247
0.898193,0.195760,0.635620
0.322524,0.112648,0.294086
0.819969,0.592820,0.277774
0.681594,0.824093,0.001406
0.233504,0.770982,0.193277
0.386591,0.402452,0.190671
0.150956,0.077637,0.142752
0.227432,0.238585,0.160764
0.551331,0.974106,0.226319
0.559053,0.160428,0.464906
0.288989,0.814992,0.225163
0.026817,0.581982,0.026402
0.374221,0.964453,0.254780
0.171797,0.590773,0.154494
0.954030,0.515016,0.388927
0.369067,0.864419,0.262176
0.571218,0.124548,0.491452
0.802134,0.556922,0.302210
0.529926,0.737022,0.008982
0.426615,0.545309,0.102133
0.445751,0.202697,0.359795
0.126311,0.677254,0.115679
0.308541,0.063332,0.294083
0.514778,0.910298,0.193257
0.636029,0.018071,0.587009
0.085533,0.483296,0.081987
0.546399,0.835609,0.095827
0.664022,0.510718,0.279479
0.827929,0.728281,0.160415
0.364469,0.640425,0.036151
0.333827,0.453680,0.109726
0.504728,0.665542,0.044120
0.280387,0.659453,0.127906
0.182276,0.231070,0.123254
0.276593,0.236868,0.204892
0.464457,0.025834,0.442045
0.163289,0.698813,0.145067
0.396111,0.100418,0.361911
0.990048,0.847818,0.115876
0.277715,0.201702,0.222085
0.707860,0.249758,0.504130
0.917147,0.264615,0.587845
0.405766,0.278827,0.287775
0.808220,0.451754,0.394267
0.169558,0.749440,0.148640
0.439088,0.381468,0.244766
0.890684,0.400669,0.466757
0.183668,0.435050,0.005173
0.603461,0.748841,0.027168
0.479187,0.283653,0.338966
0.178744,0.073927,0.170166
0.242995,0.025555,0.238504
0.452159,0.555350,0.111429
0.731757,0.574411,0.256887
0.115034,0.822819,0.104442
0.296149,0.189090,0.243505
0.946147,0.437844,0.452601
0.734194,0.285757,0.492276
0.212426,0.071525,0.202747
0.196350,0.922789,0.162768
0.316711,0.394266,0.141748
0.845484,0.599182,0.281737
0.020719,0.943019,0.020319
0.724855,0.257050,0.508109
0.821322,0.481700,0.374170
0.537226,0.628854,0.100775
0.308279,0.620391,0.063211
0.288232,0.319986,0.168539
0.581527,0.708953,0.052197
0.997142,0.267322,0.611991
0.056179,0.270683,0.016833
0.928114,0.464383,0.424840
0.233335,0.491631,0.007461
0.045096,0.093720,0.036153
0.264841,0.531209,0.015068
0.643474,0.457150,0.313627
0.390115,0.669715,0.044944
0.361611,0.344470,0.212438
0.573175,0.558390,0.187610
0.025387,0.731272,0.024920
0.917980,0.087646,0.728841
0.028878,0.946483,0.028100
0.690221,0.639078,0.178915
0.204292,0.700263,0.175860
0.023681,0.736894,0.023272
0.384280,0.612868,0.006853
0.639289,0.364384,0.384290
0.109766,0.135123,0.090044
0.154996,0.461045,0.053581
0.186402,0.001125,0.185285
0.814598,0.366009,0.466988
0.042783,0.603785,0.041686
0.713623,0.223372,0.525344
0.093547,0.933859,0.085620
0.850421,0.615070,0.269585
0.560480,0.973072,0.218459
0.580568,0.936917,0.170033
0.454755,0.681976,0.007579
0.302721,0.283429,0.202481
0.673427,0.973150,0.140265
0.454037,0.857068,0.187609
0.413316,0.310389,0.274220
0.143294,0.167520,0.112267
0.355388,0.824480,0.237738
0.999827,0.536638,0.382048
0.322784,0.086220,0.301691
0.066410,0.674678,0.063468
0.365589,0.927271,0.254684
0.814213,0.343443,0.484837
0.475498,0.949504,0.263159
0.607950,0.371969,0.360911
0.383482,0.613434,0.005675
0.199346,0.540377,0.083099
0.143592,0.046391,0.140040
0.077053,0.097512,0.066991
0.456013,0.961035,0.284137
0.751136,0.927995,0.054669
0.932514,0.324851,0.543496
0.300251,0.634315,0.084253
0.757387,0.671248,0.181685
0.759647,0.049588,0.661634
0.447040,0.192876,0.365645
0.178112,0.946598,0.149696
0.661330,0.007807,0.610982
0.421987,0.958762,0.273292
0.269791,0.239182,0.197855
0.054380,0.978623,0.051549
0.125861,0.798962,0.113549
0.867696,0.549516,0.332794
0.252248,0.016413,0.248299
0.897616,0.016020,0.770605
0.390551,0.501929,0.113579
0.996642,0.448820,0.456540
0.118266,0.886846,0.106268
0.295340,0.609618,0.063665
0.986295,0.329845,0.555477
0.129405,0.471695,0.087476
0.380093,0.930591,0.260453
0.260667,0.061773,0.250008
0.057571,0.441219,0.056105
0.470172,0.638787,0.045971
0.566882,0.916297,0.160252
0.851454,0.475193,0.390754
0.997212,0.191889,0.676721
0.382129,0.756448,0.141492
0.765709,0.334351,0.470852
0.601935,0.364269,0.363157
0.393667,0.449471,0.159593
0.475345,0.559315,0.124009
0.475089,0.492588,0.182279
0.766866,0.828903,0.042202
0.290769,0.970315,0.216183
0.507170,0.415387,0.266021
0.770990,0.674487,0.184817
0.378162,0.290833,0.259303
0.759999,0.838957,0.029658
0.095122,0.593600,0.089787
0.785348,0.359877,0.459623
0.114040,0.792466,0.103988
0.785254,0.970071,0.072400
0.242276,0.093912,0.226173
0.497086,0.508141,0.183778
0.980659,0.858203,0.104318
0.460111,0.672924,0.005344
0.675160,0.039875,0.607318
0.835626,0.903919,0.008713
0.806260,0.918267,0.017611
0.497591,0.278329,0.355185
0.994140,0.633715,0.297399
0.096905,0.565310,0.091620
0.547809,0.295032,0.378318
0.052429,0.828096,0.050189
0.636313,0.673911,0.117987
0.671896,0.214575,0.507221
0.410132,0.751853,0.113510
0.855834,0.826989,0.084256
0.650898,0.635273,0.161907
0.087614,0.811342,0.081520
0.777563,0.604388,0.250483
0.662760,0.057174,0.590062
0.287128,0.311520,0.172821
0.360641,0.148305,0.314992
0.958079,0.394435,0.492773
0.011670,0.455178,0.011608
0.394635,0.020356,0.381040
0.663136,0.509434,0.280121
0.739944,0.126252,0.603474
0.296797,0.051336,0.285586
0.636348,0.371051,0.377643
0.301352,0.390671,0.131753
0.760847,0.065389,0.653283
0.152919,0.971749,0.131309
0.513878,0.594520,0.117670
0.006653,0.283138,0.006640
0.689545,0.100018,0.586719
0.152615,0.502736,0.092604
0.205412,0.435895,0.014091
0.539027,0.518836,0.201513
0.220002,0.664755,0.188569
0.816036,0.217783,0.581987
0.216102,0.609611,0.135805
0.603105,0.178854,0.485415
0.878029,0.226996,0.602648
0.933169,0.167003,0.673171
0.840955,0.816980,0.086807
0.076672,0.064067,0.072151
0.640429,0.335737,0.406117
0.198606,0.129084,0.176391
0.440225,0.326266,0.283826
0.551689,0.728338,0.014192
0.366631,0.232908,0.282252
0.158801,0.925745,0.136536
0.527305,0.115272,0.462809
0.187801,0.574229,0.127031
0.042835,0.027201,0.042033
0.471847,0.798687,0.113387
0.669112,0.576409,0.224750
0.878360,0.011194,0.762141
0.838653,0.430394,0.423683
0.479733,0.849046,0.158919
0.198986,0.784279,0.169134
0.728935,0.676291,0.163870
0.976246,0.056181,0.782717
0.093113,0.539350,0.088446
0.742073,0.325752,0.466366
0.848331,0.717378,0.178217
0.411969,0.281503,0.290923
0.988570,0.257966,0.617394
0.553219,0.692545,0.050128
0.452104,0.138823,0.394035
0.330509,0.670372,0.095032
0.118386,0.946059,0.105620
0.667362,0.236299,0.490417
0.278574,0.209700,0.219323
0.451525,0.960201,0.282855
0.532802,0.787042,0.056890
0.862419,0.686157,0.211209
0.317344,0.934497,0.231934
0.148791,0.610634,0.135404
0.514785,0.958528,0.240030
0.434680,0.228842,0.337830
0.850316,0.586317,0.294739
0.381835,0.914869,0.262735
0.027298,0.446786,0.026966
0.786696,0.151236,0.614237
0.805202,0.302585,0.513002
0.440080,0.673491,0.010043
0.473060,0.923694,0.239722
0.827673,0.045460,0.707975
0.421545,0.743243,0.095381
0.499484,0.430798,0.248980
0.766814,0.686189,0.172356
0.186357,0.576447,0.130637
0.229230,0.811463,0.188666
0.991682,0.273631,0.604969
0.720093,0.658224,0.176146
0.236431,0.812024,0.193322
0.339504,0.436840,0.127728
0.785627,0.192698,0.585011
0.738485,0.455217,0.361941
0.934401,0.115490,0.714968
0.048488,0.421106,0.047495
0.181727,0.006406,0.180480
0.831400,0.511010,0.353014
0.469990,0.600692,0.082135
0.753195,0.346323,0.455847
0.718491,0.847189,0.000414
0.934333,0.267314,0.591748
0.729026,0.149607,0.582336
0.180045,0.545592,0.106402
0.791663,0.210333,0.575539
0.543630,0.425670,0.281287
0.568833,0.992413,0.229840
0.925879,0.136256,0.694616
0.085870,0.565308,0.081721
0.663758,0.261898,0.471222
0.906123,0.850077,0.084427
0.311477,0.115601,0.283391
0.818758,0.529592,0.332318
0.067065,0.003050,0.066991
0.617386,0.639423,0.139493
0.547573,0.519059,0.206620
0.797633,0.605004,0.258228
0.866047,0.266866,0.566419
0.251780,0.740719,0.206749
0.213369,0.640913,0.171085
0.288601,0.476528,0.053593
0.398117,0.563723,0.064112
0.556521,0.827749,0.080945
0.047553,0.317500,0.046827
0.698214,0.873642,0.035311
0.422868,0.861090,0.217629
0.814778,0.260392,0.549522
0.051812,0.272911,0.022350
0.067602,0.994148,0.063177
0.631836,0.210485,0.485373
0.996056,0.039705,0.806145
0.906852,0.527200,0.364758
0.379122,0.490498,0.114662
0.470770,0.436921,0.224873
0.719095,0.325493,0.455323
0.700907,0.867079,0.027717
0.675490,0.018625,0.617255
0.274399,0.890863,0.212184
0.027254,0.516395,0.026872
0.970761,0.379131,0.509285
0.991432,0.349266,0.540318
0.713690,0.262683,0.498234
0.976405,0.892457,0.075081
0.055259,0.045503,0.053031
0.097816,0.041795,0.095533
0.555620,0.459608,0.261497
0.035323,0.820213,0.034313
0.761328,0.402117,0.415455
0.058294,0.680551,0.056007
0.735441,0.545178,0.284168
0.298575,0.520261,0.023889
0.342486,0.259369,0.248722
0.598448,0.673660,0.096307
0.741444,0.741198,0.110199
0.511916,0.397341,0.282875
0.789862,0.485334,0.358742
0.287425,0.614373,0.075358
0.312225,0.492187,0.059967
0.910170,0.932917,0.017063
0.435710,0.851467,0.196837
0.532079,0.204884,0.422201
0.446450,0.592338,0.073254
0.867631,0.140251,0.664154
0.869426,0.940808,0.006928
0.383613,0.742667,0.125697
0.725123,0.374964,0.420384
0.360948,0.581980,0.018029
0.166062,0.118685,0.148458
0.156719,0.169296,0.124385
0.946348,0.964458,0.006532
0.244514,0.950202,0.191881
0.427343,0.565918,0.083909
0.861217,0.681781,0.214640
0.072600,0.590742,0.069507
0.338363,0.209042,0.270661
0.635181,0.374518,0.374375
0.446198,0.906388,0.244650
0.490483,0.966218,0.266952
0.328553,0.299744,0.214327
0.817693,0.705894,0.176316
0.856664,0.634977,0.254322
0.583004,0.725228,0.037359
0.480064,0.408235,0.253437
0.527714,0.011557,0.500408
0.902669,0.123818,0.693563
0.614331,0.926001,0.136322
0.162184,0.795215,0.141963
0.633814,0.316318,0.416343
0.940956,0.954931,0.011891
0.927065,0.615109,0.294925
0.186398,0.188728,0.145047
0.423814,0.563998,0.083081
0.369103,0.459906,0.132447
0.452002,0.454418,0.197916
0.956785,0.739244,0.196544
0.020802,0.025623,0.020133
0.932160,0.706235,0.217357
0.530398,0.410545,0.284723
0.432903,0.537232,0.113940
0.111645,0.770137,0.102261
0.841793,0.046137,0.716222
0.048737,0.506807,0.047537
0.905183,0.693246,0.219920
0.988010,0.197594,0.668669
0.707918,0.227892,0.519122
0.885997,0.637676,0.262171
0.582816,0.980496,0.208723
0.899876,0.634872,0.269218
0.282850,0.069661,0.269114
0.673413,0.445732,0.338530
0.994148,0.039928,0.805017
0.721550,0.993867,0.128361
0.017938,0.695821,0.017716
0.866743,0.261117,0.571229
0.199567,0.147806,0.171680
0.930184,0.492203,0.401736
0.432708,0.335790,0.272030
0.131036,0.103484,0.118432
0.816896,0.545784,0.317626
0.896791,0.436430,0.438819
0.296502,0.685355,0.140651
0.037896,0.746457,0.036837
0.859282,0.333490,0.510670
0.489757,0.067731,0.451234
0.622619,0.830502,0.039993
0.075248,0.844579,0.070567
0.385588,0.923598,0.263395
0.990861,0.470123,0.436893
0.474959,0.733741,0.044721
0.969603,0.122766,0.724625
0.963283,0.059413,0.773696
0.323787,0.541159,0.025959
0.587158,0.282937,0.411353
0.320823,0.628262,0.060346
0.943831,0.394944,0.488243
0.595143,0.025136,0.551849
0.794232,0.902638,0.010015
0.549389,0.045089,0.507782
0.550586,0.637481,0.101157
0.947975,0.608792,0.306500
0.276717,0.727902,0.204742
0.156166,0.071003,0.148902
0.779177,0.252681,0.538658
0.727782,0.079512,0.623513
0.617311,0.340623,0.389414
0.294666,0.856945,0.225588
0.110403,0.732138,0.101651
0.961031,0.546034,0.364185
0.670011,0.068365,0.589830
0.655817,0.508998,0.276713
0.035622,0.423463,0.035085
0.146177,0.721646,0.131107
0.241758,0.845684,0.195139
0.665226,0.652834,0.153370
0.394642,0.922866,0.267098
0.357172,0.269894,0.254802
0.586574,0.637960,0.122852
0.992947,0.060672,0.786981
0.526110,0.030229,0.493530
0.659486,0.212783,0.500943
0.712205,0.427724,0.372256
0.375746,0.340728,0.225935
0.230406,0.266687,0.149199
0.838621,0.401480,0.447565
0.499260,0.763485,0.057068
0.751863,0.689173,0.162855
0.545029,0.954707,0.212975
0.441126,0.049520,0.415625
0.632854,0.871060,0.072360
0.708283,0.704580,0.127678
0.332492,0.860663,0.245139
0.128113,0.328504,0.019368
0.346745,0.327400,0.211856
0.240500,0.264880,0.159098
0.680710,0.399917,0.378929
0.341271,0.026306,0.331071
0.979977,0.296922,0.581660
0.824781,0.466816,0.388037
0.115893,0.404395,0.045454
0.281387,0.267777,0.193096
0.346023,0.330332,0.209393
0.802931,0.627895,0.240074
0.627934,0.452665,0.308911
0.199353,0.297942,0.104022
0.914419,0.725957,0.194454
0.079562,0.350840,0.042322
0.508299,0.762520,0.049592
0.999691,0.327712,0.560963
0.804911,0.453571,0.391446
0.131857,0.650547,0.120700
0.000423,0.646049,0.000422
0.156561,0.442080,0.036275
0.594092,0.640723,0.124743
0.331835,0.143533,0.292062
0.762593,0.527218,0.311653
0.942281,0.570826,0.337674
0.934544,0.621569,0.291552
0.581115,0.299893,0.396260
0.143346,0.521952,0.119482
0.968342,0.521723,0.386993
0.986479,0.548194,0.368891
0.258188,0.757752,0.209961
0.269355,0.580706,0.058000
0.038922,0.076235,0.033006
0.661878,0.564445,0.231639
0.478175,0.700216,0.008676
0.945819,0.193550,0.656622
0.316902,0.147726,0.277583
0.681134,0.542257,0.260903
0.665096,0.294830,0.449188
0.369358,0.657741,0.049581
0.802384,0.002157,0.717779
0.442190,0.380481,0.247700
0.436636,0.195526,0.356301
0.653400,0.907805,0.093876
0.123703,0.541296,0.115428
0.702181,0.866213,0.026194
0.801412,0.107078,0.652083
0.166073,0.908117,0.142188
0.640947,0.648413,0.144351
0.071576,0.098622,0.061379
0.668735,0.412057,0.363205
0.680595,0.607972,0.202301
0.861967,0.596491,0.289978
0.320816,0.475278,0.081390
0.670877,0.860282,0.038832
0.338165,0.459170,0.108735
0.170899,0.518924,0.089912
0.499455,0.240979,0.378832
0.297838,0.320773,0.176107
0.423354,0.496091,0.142916
0.869173,0.942721,0.008619
0.867802,0.599081,0.289744
0.344611,0.596206,0.008835
0.951995,0.978273,0.001997
0.529034,0.384212,0.303765
0.641062,0.385326,0.369363
0.670946,0.299863,0.448851
0.071573,0.595493,0.068543
0.659556,0.007247,0.609827
0.545975,0.304167,0.371081
0.273618,0.795089,0.217376
0.274117,0.235339,0.203492
0.685155,0.343903,0.424243
0.189957,0.727600,0.164471
0.671191,0.197243,0.517807
0.421592,0.313297,0.278555
0.236610,0.077683,0.224405
0.242740,0.056491,0.234057
0.601285,0.438149,0.305767
0.583784,0.665320,0.095388
0.754574,0.889223,0.018466
0.430516,0.644404,0.011560
0.030339,0.393054,0.029977
0.688698,0.002913,0.634263
0.405589,0.364492,0.232383
0.342573,0.283927,0.235031
0.475881,0.070077,0.438958
0.985442,0.930707,0.047871
0.310607,0.965499,0.226416
0.050438,0.255504,0.014655
0.641289,0.862165,0.058607
0.319622,0.526539,0.035807
0.086002,0.063491,0.081436
0.539519,0.938760,0.201993
0.363060,0.861544,0.259713
0.221232,0.484029,0.011729
0.697083,0.034661,0.625861
0.953243,0.986331,0.007735
0.870572,0.236672,0.591968
0.805042,0.817661,0.070421
0.624116,0.418347,0.334350
0.649696,0.060190,0.579097
0.358355,0.671695,0.072851
0.483492,0.130356,0.422406
0.340834,0.137739,0.301901
0.070768,0.130478,0.053228
0.870852,0.868397,0.054649
0.492079,0.443555,0.233980
0.105457,0.783080,0.096944
0.423790,0.336831,0.264798
0.499687,0.110654,0.443290
0.227253,0.589795,0.105240
0.064203,0.957367,0.060350
0.175674,0.412205,0.005360
0.893427,0.891388,0.044503
0.396801,0.167786,0.337239
0.667308,0.684560,0.125016
0.359557,0.669210,0.069307
0.079854,0.602019,0.076044
0.982744,0.059993,0.782709
0.397540,0.880278,0.259638
0.693940,0.548933,0.261395
0.600726,0.284420,0.418751
0.016721,0.512709,0.016579
0.811211,0.885009,0.013633
0.514326,0.732270,0.015020
0.959042,0.445367,0.449792
0.167887,0.778638,0.146652
0.891701,0.059808,0.735786
0.517365,0.813750,0.094732
0.378811,0.933495,0.259641
0.143297,0.321967,0.037846
0.715465,0.444502,0.360138
0.317493,0.537867,0.023765
0.877316,0.878749,0.048516
0.900801,0.585953,0.312120
0.430553,0.478394,0.163035
0.816071,0.597905,0.271798
0.649879,0.694340,0.106354
0.674433,0.322992,0.434058
0.547626,0.783464,0.043069
0.383027,0.997270,0.255064
0.767126,0.141195,0.609968
0.812300,0.487203,0.366053
0.543468,0.010074,0.514221
0.850997,0.973314,0.042048
0.184757,0.454911,0.020403
0.426976,0.689505,0.036068
0.777008,0.745171,0.123262
0.321965,0.483665,0.075250
0.065805,0.535210,0.063494
0.858391,0.215193,0.603345
0.717828,0.482989,0.329302
0.786405,0.255055,0.540377
0.415406,0.197889,0.338529
0.949222,0.604017,0.310978
0.487185,0.658253,0.039079
0.554917,0.394649,0.312199
0.028066,0.489276,0.027682
0.132781,0.792763,0.119193
0.711522,0.741881,0.094652
0.502375,0.563872,0.138124
0.747421,0.063182,0.645758
0.333409,0.820327,0.248923
0.688486,0.399189,0.383435
0.124561,0.714735,0.113687
0.038508,0.620353,0.037595
0.679367,0.095295,0.582427
0.865445,0.710593,0.190700
0.407309,0.388670,0.216367
0.872528,0.410424,0.452449
0.028222,0.226023,0.022717
0.630500,0.454811,0.308559
0.508146,0.577849,0.129228
0.924111,0.796374,0.136868
0.304745,0.413211,0.117817
0.416002,0.454569,0.172037
0.250429,0.149021,0.218006
0.081086,0.881476,0.075430
0.651292,0.404984,0.359626
0.114571,0.984802,0.102147
0.429991,0.829832,0.178988
0.266740,0.198752,0.213710
0.390705,0.014469,0.378518
0.807606,0.243358,0.559047
0.934278,0.757660,0.173583
0.574588,0.462925,0.270173
0.801694,0.199875,0.588062
0.806305,0.884198,0.012002
0.673988,0.590938,0.214266
0.715639,0.384875,0.408067
0.706732,0.707069,0.124587
0.005177,0.613105,0.005161
0.327216,0.182985,0.272774
0.778159,0.548586,0.299730
0.872447,0.274653,0.562817
0.548062,0.845884,0.104855
0.896094,0.818335,0.107770
0.299938,0.350608,0.158552
0.222508,0.401547,0.056011
0.806642,0.429062,0.412474
0.075928,0.011561,0.075656
0.653057,0.002000,0.606828
0.863019,0.677063,0.219470
0.671461,0.423098,0.355816
0.436842,0.868607,0.213694
0.741150,0.592792,0.244885
0.920408,0.673482,0.242115
0.155438,0.948080,0.133619
0.417917,0.010614,0.403973
0.009173,0.218933,0.009154
0.191820,0.401137,0.028623
0.309880,0.091930,0.288601
0.133831,0.060249,0.128799
0.765668,0.171745,0.588832
0.608004,0.325987,0.394478
0.453007,0.881110,0.213171
0.994005,0.690535,0.248781
0.817529,0.189879,0.603134
0.508707,0.949699,0.236394
0.710954,0.313821,0.459902
0.134233,0.236174,0.075944
0.417270,0.773763,0.130639
0.730563,0.952220,0.087366
0.871300,0.455708,0.414118
0.660836,0.867380,0.051520
0.522784,0.562559,0.152635
0.507482,0.896861,0.185593
0.549075,0.598063,0.136965
0.707290,0.326205,0.448849
0.369616,0.773615,0.170428
0.183546,0.497873,0.058688
0.665278,0.478529,0.307320
0.303374,0.225368,0.233456
0.355725,0.704419,0.108973
0.738392,0.450524,0.365779
0.237894,0.564301,0.070361
0.056811,0.909581,0.053934
0.238749,0.297050,0.139716
0.125111,0.823679,0.112594
0.485407,0.397831,0.264909
0.647404,0.879382,0.071072
0.645774,0.765134,0.036801
0.420630,0.014878,0.405608
0.242819,0.005031,0.240124
0.133681,0.777456,0.120156
0.895596,0.283293,0.564772
0.788610,0.267911,0.531860
0.690162,0.365973,0.410091
0.072031,0.937470,0.067287
0.133488,0.739102,0.120619
0.254833,0.752901,0.208079
0.393516,0.948099,0.264022
0.448350,0.495397,0.161391
0.778465,0.547542,0.300764
0.295092,0.208880,0.234010
0.658524,0.301916,0.440521
0.422178,0.063344,0.395438
0.283052,0.527951,0.003720
0.235584,0.148863,0.204551
0.196409,0.719204,0.169469
0.883341,0.965884,0.021157
0.205547,0.843477,0.171627
0.465800,0.627435,0.053792
0.102486,0.953721,0.092804
0.821092,0.038879,0.708037
0.594788,0.003034,0.559324
0.463913,0.570821,0.105603
0.147180,0.004398,0.146536
0.505748,0.990813,0.277648
0.687418,0.925751,0.089308
0.634672,0.669467,0.121233
0.379544,0.961052,0.257241
0.482837,0.326615,0.313795
0.917649,0.067930,0.743740
0.959792,0.833120,0.118032
0.043269,0.912581,0.041589
0.379734,0.833992,0.226249
0.239533,0.612495,0.116770
0.460843,0.208404,0.368369
0.805204,0.917674,0.017621
0.524801,0.632255,0.089498
0.761721,0.720946,0.138375
0.474641,0.758897,0.070522
0.296372,0.038008,0.287440
0.379032,0.783646,0.173035
0.694733,0.847815,0.013348
0.741141,0.407713,0.401899
0.965482,0.433955,0.461253
0.780189,0.467168,0.370057
0.610722,0.117615,0.523260
0.303824,0.742575,0.195563
0.244946,0.522783,0.024950
0.999445,0.714911,0.229506
0.015741,0.764296,0.015553
0.222591,0.283400,0.133164
0.029397,0.199362,0.010288
0.610526,0.710885,0.068019
0.234506,0.633196,0.142825
0.099151,0.312369,0.001529
0.466702,0.119364,0.413596
0.171349,0.652339,0.152515
0.607663,0.745496,0.032980
0.414913,0.266511,0.301926
0.061480,0.044966,0.059260
0.718162,0.173601,0.560697
0.001555,0.925174,0.001552
0.681377,0.692780,0.124809
0.091113,0.253058,0.026458
0.072187,0.332396,0.037388
0.630486,0.488454,0.280669
0.403022,0.765630,0.133768
0.334268,0.005938,0.327399
0.958761,0.158678,0.690418
0.191487,0.995763,0.157284
0.852702,0.367100,0.480965
0.111906,0.084525,0.103593
0.938974,0.765960,0.167992
0.311582,0.066183,0.296264
0.659529,0.729383,0.078629
0.640805,0.384052,0.370200
0.153813,0.025139,0.151998
0.307553,0.254402,0.222419
0.209271,0.639910,0.173985
0.699569,0.572277,0.243606
0.880796,0.800826,0.117098
0.258205,0.990171,0.197718
0.857239,0.208929,0.607618
0.607145,0.810181,0.030106
0.903123,0.750173,0.169485
0.389135,0.580255,0.041817
0.953677,0.199580,0.654631
0.513844,0.535176,0.171243
0.691308,0.684201,0.137937
0.769992,0.272887,0.519338
0.681654,0.920473,0.088018
0.004849,0.306802,0.004842
0.397322,0.491630,0.127493
0.324249,0.384717,0.154801
0.707454,0.680769,0.149276
0.016235,0.714937,0.016048
0.661235,0.625207,0.176644
0.151463,0.490272,0.082455
0.643469,0.807755,0.005352
0.063484,0.350493,0.058029
0.230356,0.150529,0.199221
0.162043,0.673904,0.144680
0.323585,0.226924,0.249789
0.782501,0.838626,0.041039
0.390874,0.357379,0.226253
0.024519,0.844246,0.024017
0.891077,0.604554,0.292804
0.783128,0.934434,0.043231
0.211995,0.933548,0.172632
0.425300,0.111163,0.382870
0.698997,0.052782,0.618220
0.815160,0.681161,0.197460
0.602590,0.701167,0.072573
0.640947,0.225206,0.481821
0.023065,0.397189,0.022854
0.246863,0.630904,0.128896
0.180328,0.915533,0.152072
0.422933,0.079565,0.391346
0.587061,0.006870,0.551666
0.855988,0.127810,0.667428
0.953321,0.126436,0.714618
0.194914,0.274524,0.113081
0.900715,0.187019,0.643566
0.933283,0.653786,0.263225
0.814264,0.601991,0.267497
0.562489,0.744409,0.005489
0.410095,0.134002,0.361826
0.698517,0.236696,0.507931
0.847074,0.314963,0.520761
0.135471,0.447049,0.060572
0.460504,0.452940,0.205026
0.028987,0.921065,0.028224
0.446032,0.491596,0.162980
0.662648,0.115721,0.560123
0.071863,0.237783,0.015063
0.500539,0.301288,0.342672
0.247425,0.722940,0.204807
0.479052,0.073607,0.440413
0.526606,0.713890,0.011649
0.741082,0.117326,0.609668
0.873682,0.638683,0.257078
0.265723,0.110750,0.243527
0.770071,0.443106,0.385813
0.096603,0.912913,0.088335
0.490022,0.143474,0.421789
0.121974,0.423501,0.054474
0.623389,0.091342,0.545204
0.609684,0.756257,0.023809
0.173586,0.215754,0.122064
0.950159,0.616477,0.300476
0.808874,0.758653,0.125162
0.310516,0.023244,0.302860
0.095084,0.269084,0.022106
0.152936,0.767010,0.135509
0.787916,0.871812,0.014009
0.820416,0.243145,0.565105
0.512932,0.075973,0.467239
0.643034,0.552104,0.232627
0.411370,0.639394,0.001956
0.267842,0.006810,0.264128
0.579898,0.254205,0.425299
0.165519,0.437888,0.024396
0.382447,0.069352,0.359136
0.516909,0.937381,0.218050
0.962233,0.315668,0.560492
0.932560,0.931564,0.027213
0.532103,0.549092,0.170631
0.708404,0.723488,0.110181
0.271322,0.277684,0.179039
0.570690,0.895868,0.137853
0.906935,0.988055,0.028406
0.113301,0.214957,0.065442
0.307819,0.836833,0.234151
0.380579,0.926015,0.261106
0.669564,0.522795,0.271945
0.298781,0.581009,0.032602
0.118287,0.105285,0.105682
0.909295,0.789159,0.137827
0.811530,0.784553,0.103016
0.606740,0.530966,0.231210
0.864342,0.909625,0.016813
0.835070,0.926341,0.010624
0.678685,0.729341,0.089147
0.944812,0.597454,0.315401
0.504291,0.652184,0.056754
0.164566,0.016945,0.163089
0.309078,0.030516,0.300468
0.889880,0.482104,0.397946
0.287273,0.734864,0.202473
0.742641,0.605652,0.234111
0.583348,0.033859,0.539186
0.104093,0.463757,0.099033
0.059903,0.545470,0.057953
0.074615,0.791890,0.070287
0.187618,0.275153,0.106083
0.063382,0.869166,0.059960
0.385405,0.006535,0.374958
0.461035,0.981787,0.282948
0.388878,0.560264,0.060243
0.098477,0.606202,0.092645
0.475263,0.686649,0.002724
0.444939,0.702630,0.035642
0.622885,0.607714,0.171797
0.748418,0.759552,0.096671
0.933351,0.474288,0.417941
0.571626,0.479809,0.254469
0.894545,0.253763,0.588114
0.426576,0.248926,0.320743
0.312581,0.814140,0.238396
0.460917,0.776280,0.098734
0.990811,0.219986,0.650516
0.399165,0.549759,0.077705
0.484042,0.505935,0.176971
0.191924,0.994510,0.157607
0.506066,0.443350,0.243359
0.076259,0.476416,0.073482
0.818638,0.065774,0.689310
0.000311,0.540933,0.000311
0.680021,0.968796,0.132267
0.615308,0.027891,0.566835
0.181232,0.649954,0.160249
0.288068,0.952905,0.215874
0.048101,0.404310,0.047162
0.837152,0.296013,0.531704
0.737284,0.541299,0.288370
0.945766,0.088156,0.742073
0.904337,0.938509,0.010088
0.454541,0.436149,0.214268
0.571994,0.197986,0.453664
0.987332,0.376740,0.515787
0.576757,0.920714,0.157406
